Month,Day,Time_Sin,Time_Cos,Wk,Home Position,Home_code_0,Home_code_1,Home_code_2,Home_code_3,Home_code_4,xG_Home,G_Home,G_Away,xG_Away,Away_code_0,Away_code_1,Away_code_2,Away_code_3,Away_code_4,Away Position,Target
12,1,-0.608761429008721,0.7933533402912349,17,15,1,0,0,1,0,0.8,0,0,0.4,0,1,1,1,1,12,0
12,2,-0.9238795325112866,0.38268343236509,17,10,0,0,1,0,1,2.7,2,0,2.1,0,0,0,0,1,19,1
12,2,-0.608761429008721,0.7933533402912349,17,11,0,0,0,1,0,1.6,3,1,0.4,1,0,0,0,0,5,1
12,3,-0.608761429008721,0.7933533402912349,17,18,0,0,0,0,0,2.1,1,0,0.4,0,1,1,0,0,20,1
12,3,-0.9238795325112866,0.38268343236509,17,8,0,1,0,0,1,2.1,4,1,0.5,1,0,0,1,1,7,1
12,4,-0.608761429008721,0.7933533402912349,17,16,0,0,1,0,0,0.9,1,0,1.0,0,0,0,1,1,2,1
12,4,-0.9238795325112866,0.38268343236509,17,9,0,0,1,1,0,1.2,0,2,2.8,0,1,1,1,0,14,0
12,5,-0.9914448613738104,0.13052619222005213,17,17,0,1,1,0,1,2.1,1,3,1.3,0,1,0,1,0,13,0
12,5,-0.25881904510252035,-0.9659258262890684,17,3,0,0,1,1,1,1.0,0,3,2.6,0,1,0,1,1,1,0
12,5,-0.8968727415326883,-0.44228869021900136,17,4,1,0,0,0,1,1.9,0,1,1.1,0,1,0,0,0,6,0
1,5,-0.25881904510252035,-0.9659258262890684,18,2,0,0,0,1,1,1.4,2,0,0.7,0,0,1,0,1,9,1
1,5,-0.9914448613738104,-0.13052619222005163,18,19,0,0,0,0,1,0.9,1,2,1.6,0,1,0,0,1,7,0
1,5,-0.7518398074789777,0.6593458151000684,18,5,1,0,0,0,0,1.8,3,5,1.5,0,0,1,1,0,14,0
1,5,-0.8968727415326883,-0.44228869021900136,18,3,1,0,0,0,1,1.7,2,1,1.4,1,0,0,1,1,8,1
1,6,-0.9914448613738104,0.13052619222005213,18,12,0,1,1,1,0,1.9,2,0,0.3,0,0,0,0,0,18,1
1,6,-0.8968727415326883,-0.44228869021900136,18,1,0,1,0,1,1,1.8,3,0,0.7,1,0,0,1,0,16,1
1,6,-0.7518398074789777,0.6593458151000684,18,11,0,1,0,1,0,2.0,2,2,2.1,0,0,1,1,1,4,0
1,6,1.2246467991473532e-16,-1.0,18,13,0,1,1,1,1,1.1,1,0,0.6,0,0,0,1,0,10,1
1,6,-0.9914448613738104,0.13052619222005213,18,6,0,1,0,0,0,1.2,1,1,1.5,0,1,1,0,1,17,0
1,0,-0.7071067811865477,0.7071067811865474,18,20,0,1,1,0,0,1.6,0,1,0.3,0,0,1,0,0,15,0
1,4,-0.7071067811865477,0.7071067811865474,19,13,0,0,1,0,1,1.2,1,0,0.5,0,1,1,0,0,20,1
1,5,-0.7518398074789777,0.6593458151000684,19,17,0,1,1,0,1,1.9,1,2,0.5,1,0,0,0,1,3,0
1,5,-0.9914448613738104,0.13052619222005213,19,7,0,1,0,0,1,0.9,0,1,1.6,0,0,0,1,1,2,0
1,5,-0.25881904510252035,-0.9659258262890684,19,11,1,0,0,1,1,3.6,6,0,0.2,0,0,0,0,1,19,1
1,5,-0.8968727415326883,-0.44228869021900136,19,4,0,0,1,1,1,2.3,0,1,0.9,0,1,0,0,0,6,0
1,6,-0.8968727415326883,-0.44228869021900136,19,18,0,0,0,0,0,0.6,1,0,0.9,1,0,0,0,0,5,1
1,6,-0.9914448613738104,0.13052619222005213,19,12,0,0,1,0,0,0.6,1,1,1.2,0,1,1,1,0,8,0
1,6,1.2246467991473532e-16,-1.0,19,16,1,0,0,1,0,2.2,0,1,0.3,0,1,0,1,0,15,0
1,6,-0.7518398074789777,0.6593458151000684,19,14,0,0,0,1,0,0.8,2,4,1.3,0,1,0,1,1,1,0
1,0,-0.7071067811865477,0.7071067811865474,19,10,0,0,1,1,0,1.8,3,2,1.5,0,1,1,1,1,9,1
1,4,-0.7071067811865477,0.7071067811865474,20,10,0,0,1,0,1,3.9,2,2,1.4,0,1,1,1,0,12,0
1,5,-0.8968727415326883,-0.44228869021900136,20,2,0,0,0,1,1,1.5,1,1,0.7,1,0,0,1,1,9,0
1,5,-0.25881904510252035,-0.9659258262890684,20,14,0,0,1,0,0,1.2,0,3,1.3,1,0,0,0,0,6,0
1,5,-0.8968727415326884,0.442288690219001,20,19,0,0,0,0,1,2.8,2,1,1.7,1,0,0,0,1,3,1
1,5,-0.9914448613738104,0.13052619222005213,20,5,0,1,0,0,0,2.9,2,1,1.3,1,0,0,1,0,17,1
1,6,1.2246467991473532e-16,-1.0,20,16,0,0,0,0,0,1.6,2,2,1.5,0,1,1,1,1,13,0
1,6,-0.7518398074789777,0.6593458151000684,20,8,0,0,1,1,0,0.4,0,5,2.1,0,1,0,1,1,1,0
1,6,-0.8968727415326883,-0.44228869021900136,20,4,0,0,1,1,1,2.5,7,1,1.8,0,1,1,0,1,18,1
1,6,-0.9914448613738104,0.13052619222005213,20,15,0,0,0,1,0,1.7,1,2,1.5,0,1,0,1,0,11,0
1,0,-0.7071067811865477,0.7071067811865474,20,7,0,1,0,0,1,1.8,1,1,1.4,0,1,1,0,0,20,0
1,4,-0.7071067811865477,0.7071067811865474,21,12,0,1,1,1,0,1.3,1,1,0.6,0,1,0,0,1,8,0
1,5,-0.25881904510252035,-0.9659258262890684,21,18,0,1,1,0,1,1.0,2,2,1.1,1,0,0,1,0,17,0
1,5,-0.9914448613738104,0.13052619222005213,21,20,0,1,1,0,0,0.7,0,0,0.6,1,0,0,1,1,9,0
1,5,-0.8968727415326883,-0.44228869021900136,21,3,1,0,0,0,1,1.1,1,4,2.7,0,0,1,1,1,4,0
1,5,-0.7518398074789777,0.6593458151000684,21,5,0,1,0,0,0,1.8,4,2,1.1,0,0,0,1,0,15,1
1,6,-0.8968727415326883,-0.44228869021900136,21,2,0,0,0,1,1,2.8,3,0,0.5,0,0,0,0,1,19,1
1,6,-0.7518398074789777,0.6593458151000684,21,1,0,1,0,1,1,2.1,2,1,1.0,0,0,0,0,0,16,1
1,6,1.2246467991473532e-16,-1.0,21,13,0,1,1,1,1,0.5,3,2,1.1,0,0,1,0,0,14,1
1,6,-0.9914448613738104,0.13052619222005213,21,6,1,0,0,0,0,1.5,1,1,0.6,0,0,1,0,1,11,0
1,0,-0.7071067811865477,0.7071067811865474,21,7,0,1,0,1,0,2.5,3,2,1.3,0,0,1,1,0,10,1
2,4,-0.7071067811865477,0.7071067811865474,22,15,0,0,0,1,0,2.7,5,0,0.2,0,1,1,0,1,18,1
2,5,-0.9914448613738104,0.13052619222005213,22,16,0,0,0,0,0,1.1,2,1,1.3,0,1,0,1,0,7,1
2,5,-0.25881904510252035,-0.9659258262890684,22,8,0,1,0,0,1,1.6,5,1,1.5,1,0,0,0,0,6,1
2,5,-0.7518398074789777,0.6593458151000684,22,17,1,0,0,1,0,1.2,2,2,1.4,0,0,1,1,1,3,0
